███████▉ | 10693/12000 [1:08:40<08:51,  2.46it/s, train/grad_norm=0.225, train/loss=0.00128, train/lr=8.86e-6]
Steps:  92%|█████████▏| 11074/12000 [1:11:05<06:14,  2.47it/s, train/grad_norm=0.0764, train/loss=0.00387, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11075/12000 [1:11:05<05:43,  2.69it/s, train/grad_norm=0.0764, train/loss=0.00387, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11075/12000 [1:11:05<05:43,  2.69it/s, train/grad_norm=0.107, train/loss=0.00413, train/lr=8.74e-6] 
Steps:  92%|█████████▏| 11076/12000 [1:11:06<05:23,  2.86it/s, train/grad_norm=0.107, train/loss=0.00413, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11076/12000 [1:11:06<05:23,  2.86it/s, train/grad_norm=0.0746, train/loss=0.00707, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11077/12000 [1:11:06<06:11,  2.48it/s, train/grad_norm=0.0746, train/loss=0.00707, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11077/12000 [1:11:06<06:11,  2.48it/s, train/grad_norm=0.136, train/loss=0.00513, train/lr=8.74e-6] 
Steps:  92%|█████████▏| 11078/12000 [1:11:07<05:40,  2.70it/s, train/grad_norm=0.136, train/loss=0.00513, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11078/12000 [1:11:07<05:40,  2.70it/s, train/grad_norm=0.0742, train/loss=0.00379, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11079/12000 [1:11:07<05:20,  2.88it/s, train/grad_norm=0.0742, train/loss=0.00379, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11079/12000 [1:11:07<05:20,  2.88it/s, train/grad_norm=0.128, train/loss=0.000506, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11080/12000 [1:11:07<06:12,  2.47it/s, train/grad_norm=0.128, train/loss=0.000506, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11080/12000 [1:11:07<06:12,  2.47it/s, train/grad_norm=0.089, train/loss=0.0121, train/lr=8.74e-6]  
Steps:  92%|█████████▏| 11081/12000 [1:11:08<05:41,  2.69it/s, train/grad_norm=0.089, train/loss=0.0121, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11081/12000 [1:11:08<05:41,  2.69it/s, train/grad_norm=0.137, train/loss=0.0123, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11082/12000 [1:11:08<05:16,  2.90it/s, train/grad_norm=0.137, train/loss=0.0123, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11082/12000 [1:11:08<05:16,  2.90it/s, train/grad_norm=0.127, train/loss=0.00819, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11083/12000 [1:11:08<06:09,  2.48it/s, train/grad_norm=0.127, train/loss=0.00819, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11083/12000 [1:11:08<06:09,  2.48it/s, train/grad_norm=0.142, train/loss=0.00342, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11084/12000 [1:11:09<05:38,  2.70it/s, train/grad_norm=0.142, train/loss=0.00342, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11084/12000 [1:11:09<05:38,  2.70it/s, train/grad_norm=0.114, train/loss=0.0129, train/lr=8.74e-6] 
Steps:  92%|█████████▏| 11085/12000 [1:11:09<05:22,  2.84it/s, train/grad_norm=0.114, train/loss=0.0129, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11085/12000 [1:11:09<05:22,  2.84it/s, train/grad_norm=0.158, train/loss=0.000675, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11086/12000 [1:11:10<06:13,  2.44it/s, train/grad_norm=0.158, train/loss=0.000675, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11086/12000 [1:11:10<06:13,  2.44it/s, train/grad_norm=0.095, train/loss=0.00542, train/lr=8.74e-6] 
Steps:  92%|█████████▏| 11087/12000 [1:11:10<05:41,  2.67it/s, train/grad_norm=0.095, train/loss=0.00542, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11087/12000 [1:11:10<05:41,  2.67it/s, train/grad_norm=0.127, train/loss=0.00304, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11088/12000 [1:11:10<05:17,  2.87it/s, train/grad_norm=0.127, train/loss=0.00304, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11088/12000 [1:11:10<05:17,  2.87it/s, train/grad_norm=0.138, train/loss=0.0263, train/lr=8.74e-6] 
Steps:  92%|█████████▏| 11089/12000 [1:11:11<06:05,  2.49it/s, train/grad_norm=0.138, train/loss=0.0263, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11089/12000 [1:11:11<06:05,  2.49it/s, train/grad_norm=0.0967, train/loss=0.00245, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11090/12000 [1:11:11<05:35,  2.71it/s, train/grad_norm=0.0967, train/loss=0.00245, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11090/12000 [1:11:11<05:35,  2.71it/s, train/grad_norm=0.127, train/loss=0.00728, train/lr=8.74e-6] 
Steps:  92%|█████████▏| 11091/12000 [1:11:11<05:16,  2.87it/s, train/grad_norm=0.127, train/loss=0.00728, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11091/12000 [1:11:11<05:16,  2.87it/s, train/grad_norm=0.091, train/loss=0.000984, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11092/12000 [1:11:12<06:09,  2.46it/s, train/grad_norm=0.091, train/loss=0.000984, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11092/12000 [1:11:12<06:09,  2.46it/s, train/grad_norm=0.12, train/loss=0.000548, train/lr=8.74e-6] 
Steps:  92%|█████████▏| 11093/12000 [1:11:12<05:38,  2.68it/s, train/grad_norm=0.12, train/loss=0.000548, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11093/12000 [1:11:12<05:38,  2.68it/s, train/grad_norm=0.15, train/loss=0.0295, train/lr=8.74e-6]  
Steps:  92%|█████████▏| 11094/12000 [1:11:12<05:25,  2.78it/s, train/grad_norm=0.15, train/loss=0.0295, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11094/12000 [1:11:12<05:25,  2.78it/s, train/grad_norm=0.132, train/loss=0.00757, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11095/12000 [1:11:13<06:22,  2.37it/s, train/grad_norm=0.132, train/loss=0.00757, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11095/12000 [1:11:13<06:22,  2.37it/s, train/grad_norm=0.0864, train/loss=0.00821, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11096/12000 [1:11:13<05:47,  2.60it/s, train/grad_norm=0.0864, train/loss=0.00821, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11096/12000 [1:11:13<05:47,  2.60it/s, train/grad_norm=0.149, train/loss=0.0052, train/lr=8.74e-6]  
Steps:  92%|█████████▏| 11097/12000 [1:11:14<05:21,  2.81it/s, train/grad_norm=0.149, train/loss=0.0052, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11097/12000 [1:11:14<05:21,  2.81it/s, train/grad_norm=0.0644, train/loss=0.000969, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11098/12000 [1:11:14<06:06,  2.46it/s, train/grad_norm=0.0644, train/loss=0.000969, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11098/12000 [1:11:14<06:06,  2.46it/s, train/grad_norm=0.0819, train/loss=0.00488, train/lr=8.74e-6] 
Steps:  92%|█████████▏| 11099/12000 [1:11:14<05:35,  2.68it/s, train/grad_norm=0.0819, train/loss=0.00488, train/lr=8.74e-6]
Steps:  92%|█████████▏| 11099/12000 [1:11:14<05:35,  2.68it/s, train/grad_norm=0.11, train/loss=0.00187, train/lr=8.74e-6]  
Steps:  92%|█████████▎| 11100/12000 [1:11:15<05:19,  2.81it/s, train/grad_norm=0.11, train/loss=0.00187, train/lr=8.74e-6]
Steps:  92%|█████████▎| 11100/12000 [1:11:15<05:19,  2.81it/s, train/grad_norm=0.122, train/loss=0.0086, train/lr=8.74e-6]
Steps:  93%|█████████▎| 11101/12000 [1:11:15<06:13,  2.41it/s, train/grad_norm=0.122, train/loss=0.0086, train/lr=8.74e-6]
Steps:  93%|█████████▎| 11101/12000 [1:11:15<06:13,  2.41it/s, train/grad_norm=0.0878, train/loss=0.00277, train/lr=8.74e-6]
Steps:  93%|█████████▎| 11102/12000 [1:11:16<05:39,  2.65it/s, train/grad_norm=0.0878, train/loss=0.00277, train/lr=8.74e-6]
Steps:  93%|█████████▎| 11102/12000 [1:11:16<05:39,  2.65it/s, train/grad_norm=0.0967, train/loss=0.00306, train/lr=8.74e-6]
Steps:  93%|█████████▎| 11103/12000 [1:11:16<05:13,  2.86it/s, train/grad_norm=0.0967, train/loss=0.00306, train/lr=8.74e-6]
Steps:  93%|█████████▎| 11103/12000 [1:11:16<05:13,  2.86it/s, train/grad_norm=0.0802, train/loss=0.000417, train/lr=8.74e-6]
Steps:  93%|█████████▎| 11104/12000 [1:11:16<05:59,  2.49it/s, train/grad_norm=0.0802, train/loss=0.000417, train/lr=8.74e-6]
Steps:  93%|█████████▎| 11104/12000 [1:11:16<05:59,  2.49it/s, train/grad_norm=0.0668, train/loss=0.000609, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11105/12000 [1:11:17<05:30,  2.71it/s, train/grad_norm=0.0668, train/loss=0.000609, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11105/12000 [1:11:17<05:30,  2.71it/s, train/grad_norm=0.107, train/loss=0.00615, train/lr=8.73e-6]  
Steps:  93%|█████████▎| 11106/12000 [1:11:17<05:11,  2.87it/s, train/grad_norm=0.107, train/loss=0.00615, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11106/12000 [1:11:17<05:11,  2.87it/s, train/grad_norm=0.047, train/loss=0.000396, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11107/12000 [1:11:18<06:03,  2.46it/s, train/grad_norm=0.047, train/loss=0.000396, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11107/12000 [1:11:18<06:03,  2.46it/s, train/grad_norm=0.131, train/loss=0.000551, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11108/12000 [1:11:18<05:32,  2.68it/s, train/grad_norm=0.131, train/loss=0.000551, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11108/12000 [1:11:18<05:32,  2.68it/s, train/grad_norm=0.116, train/loss=0.004, train/lr=8.73e-6]   
Steps:  93%|█████████▎| 11109/12000 [1:11:18<05:07,  2.89it/s, train/grad_norm=0.116, train/loss=0.004, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11109/12000 [1:11:18<05:07,  2.89it/s, train/grad_norm=0.103, train/loss=0.000746, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11110/12000 [1:11:19<05:58,  2.48it/s, train/grad_norm=0.103, train/loss=0.000746, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11110/12000 [1:11:19<05:58,  2.48it/s, train/grad_norm=0.0881, train/loss=0.00252, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11111/12000 [1:11:19<05:29,  2.70it/s, train/grad_norm=0.0881, train/loss=0.00252, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11111/12000 [1:11:19<05:29,  2.70it/s, train/grad_norm=0.0983, train/loss=0.000987, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11112/12000 [1:11:19<05:04,  2.92it/s, train/grad_norm=0.0983, train/loss=0.000987, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11112/12000 [1:11:19<05:04,  2.92it/s, train/grad_norm=0.1, train/loss=0.0012, train/lr=8.73e-6]     
Steps:  93%|█████████▎| 11113/12000 [1:11:20<05:56,  2.49it/s, train/grad_norm=0.1, train/loss=0.0012, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11113/12000 [1:11:20<05:56,  2.49it/s, train/grad_norm=0.137, train/loss=0.00439, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11114/12000 [1:11:20<05:28,  2.70it/s, train/grad_norm=0.137, train/loss=0.00439, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11114/12000 [1:11:20<05:28,  2.70it/s, train/grad_norm=0.0735, train/loss=0.00602, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11115/12000 [1:11:20<05:08,  2.87it/s, train/grad_norm=0.0735, train/loss=0.00602, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11115/12000 [1:11:20<05:08,  2.87it/s, train/grad_norm=0.214, train/loss=0.0113, train/lr=8.73e-6]  
Steps:  93%|█████████▎| 11116/12000 [1:11:21<06:10,  2.39it/s, train/grad_norm=0.214, train/loss=0.0113, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11116/12000 [1:11:21<06:10,  2.39it/s, train/grad_norm=0.149, train/loss=0.0124, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11117/12000 [1:11:21<05:37,  2.61it/s, train/grad_norm=0.149, train/loss=0.0124, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11117/12000 [1:11:21<05:37,  2.61it/s, train/grad_norm=0.167, train/loss=0.00171, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11118/12000 [1:11:22<05:08,  2.86it/s, train/grad_norm=0.167, train/loss=0.00171, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11118/12000 [1:11:22<05:08,  2.86it/s, train/grad_norm=0.181, train/loss=0.012, train/lr=8.73e-6]  
Steps:  93%|█████████▎| 11119/12000 [1:11:22<06:01,  2.44it/s, train/grad_norm=0.181, train/loss=0.012, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11119/12000 [1:11:22<06:01,  2.44it/s, train/grad_norm=0.105, train/loss=0.00124, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11120/12000 [1:11:22<05:31,  2.66it/s, train/grad_norm=0.105, train/loss=0.00124, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11120/12000 [1:11:22<05:31,  2.66it/s, train/grad_norm=0.102, train/loss=0.00273, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11121/12000 [1:11:23<05:12,  2.81it/s, train/grad_norm=0.102, train/loss=0.00273, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11121/12000 [1:11:23<05:12,  2.81it/s, train/grad_norm=0.0927, train/loss=0.00131, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11122/12000 [1:11:23<06:00,  2.44it/s, train/grad_norm=0.0927, train/loss=0.00131, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11122/12000 [1:11:23<06:00,  2.44it/s, train/grad_norm=0.089, train/loss=0.0164, train/lr=8.73e-6]  
Steps:  93%|█████████▎| 11123/12000 [1:11:24<05:30,  2.66it/s, train/grad_norm=0.089, train/loss=0.0164, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11123/12000 [1:11:24<05:30,  2.66it/s, train/grad_norm=0.136, train/loss=0.0222, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11124/12000 [1:11:24<05:11,  2.81it/s, train/grad_norm=0.136, train/loss=0.0222, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11124/12000 [1:11:24<05:11,  2.81it/s, train/grad_norm=0.18, train/loss=0.0121, train/lr=8.73e-6] 
Steps:  93%|█████████▎| 11125/12000 [1:11:24<05:59,  2.43it/s, train/grad_norm=0.18, train/loss=0.0121, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11125/12000 [1:11:24<05:59,  2.43it/s, train/grad_norm=0.193, train/loss=0.0111, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11126/12000 [1:11:25<05:29,  2.65it/s, train/grad_norm=0.193, train/loss=0.0111, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11126/12000 [1:11:25<05:29,  2.65it/s, train/grad_norm=0.215, train/loss=0.00847, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11127/12000 [1:11:25<05:12,  2.79it/s, train/grad_norm=0.215, train/loss=0.00847, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11127/12000 [1:11:25<05:12,  2.79it/s, train/grad_norm=0.276, train/loss=0.000476, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11128/12000 [1:11:26<05:57,  2.44it/s, train/grad_norm=0.276, train/loss=0.000476, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11128/12000 [1:11:26<05:57,  2.44it/s, train/grad_norm=0.206, train/loss=0.00625, train/lr=8.73e-6] 
Steps:  93%|█████████▎| 11129/12000 [1:11:26<05:27,  2.66it/s, train/grad_norm=0.206, train/loss=0.00625, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11129/12000 [1:11:26<05:27,  2.66it/s, train/grad_norm=0.247, train/loss=0.000823, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11130/12000 [1:11:26<05:10,  2.80it/s, train/grad_norm=0.247, train/loss=0.000823, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11130/12000 [1:11:26<05:10,  2.80it/s, train/grad_norm=0.246, train/loss=0.00461, train/lr=8.73e-6] 
Steps:  93%|█████████▎| 11131/12000 [1:11:27<05:54,  2.45it/s, train/grad_norm=0.246, train/loss=0.00461, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11131/12000 [1:11:27<05:54,  2.45it/s, train/grad_norm=0.216, train/loss=0.0132, train/lr=8.73e-6] 
Steps:  93%|█████████▎| 11132/12000 [1:11:27<05:24,  2.67it/s, train/grad_norm=0.216, train/loss=0.0132, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11132/12000 [1:11:27<05:24,  2.67it/s, train/grad_norm=0.287, train/loss=0.00502, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11133/12000 [1:11:27<05:03,  2.86it/s, train/grad_norm=0.287, train/loss=0.00502, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11133/12000 [1:11:27<05:03,  2.86it/s, train/grad_norm=0.229, train/loss=0.00778, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11134/12000 [1:11:28<05:46,  2.50it/s, train/grad_norm=0.229, train/loss=0.00778, train/lr=8.73e-6]
Steps:  93%|█████████▎| 11134/12000 [1:11:28<05:46,  2.50it/s, train/grad_norm=0.397, train/loss=0.0127, train/lr=8.72e-6] 
Steps:  93%|█████████▎| 11135/12000 [1:11:28<05:19,  2.71it/s, train/grad_norm=0.397, train/loss=0.0127, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11135/12000 [1:11:28<05:19,  2.71it/s, train/grad_norm=0.131, train/loss=0.00347, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11136/12000 [1:11:28<05:02,  2.86it/s, train/grad_norm=0.131, train/loss=0.00347, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11136/12000 [1:11:28<05:02,  2.86it/s, train/grad_norm=0.426, train/loss=0.000939, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11137/12000 [1:11:29<05:47,  2.48it/s, train/grad_norm=0.426, train/loss=0.000939, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11137/12000 [1:11:29<05:47,  2.48it/s, train/grad_norm=0.0746, train/loss=0.00431, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11138/12000 [1:11:29<05:22,  2.67it/s, train/grad_norm=0.0746, train/loss=0.00431, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11138/12000 [1:11:29<05:22,  2.67it/s, train/grad_norm=0.402, train/loss=0.00542, train/lr=8.72e-6] 
Steps:  93%|█████████▎| 11139/12000 [1:11:29<05:04,  2.83it/s, train/grad_norm=0.402, train/loss=0.00542, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11139/12000 [1:11:29<05:04,  2.83it/s, train/grad_norm=0.19, train/loss=0.00852, train/lr=8.72e-6] 
Steps:  93%|█████████▎| 11140/12000 [1:11:30<05:45,  2.49it/s, train/grad_norm=0.19, train/loss=0.00852, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11140/12000 [1:11:30<05:45,  2.49it/s, train/grad_norm=0.226, train/loss=0.0166, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11141/12000 [1:11:30<05:18,  2.70it/s, train/grad_norm=0.226, train/loss=0.0166, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11141/12000 [1:11:30<05:18,  2.70it/s, train/grad_norm=0.201, train/loss=0.00216, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11142/12000 [1:11:31<04:59,  2.86it/s, train/grad_norm=0.201, train/loss=0.00216, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11142/12000 [1:11:31<04:59,  2.86it/s, train/grad_norm=0.132, train/loss=0.0049, train/lr=8.72e-6] 
Steps:  93%|█████████▎| 11143/12000 [1:11:31<05:51,  2.44it/s, train/grad_norm=0.132, train/loss=0.0049, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11143/12000 [1:11:31<05:51,  2.44it/s, train/grad_norm=0.327, train/loss=0.0027, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11144/12000 [1:11:31<05:22,  2.65it/s, train/grad_norm=0.327, train/loss=0.0027, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11144/12000 [1:11:31<05:22,  2.65it/s, train/grad_norm=0.154, train/loss=0.0138, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11145/12000 [1:11:32<05:00,  2.84it/s, train/grad_norm=0.154, train/loss=0.0138, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11145/12000 [1:11:32<05:00,  2.84it/s, train/grad_norm=0.285, train/loss=0.00135, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11146/12000 [1:11:32<05:47,  2.46it/s, train/grad_norm=0.285, train/loss=0.00135, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11146/12000 [1:11:32<05:47,  2.46it/s, train/grad_norm=0.264, train/loss=0.00649, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11147/12000 [1:11:33<05:18,  2.68it/s, train/grad_norm=0.264, train/loss=0.00649, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11147/12000 [1:11:33<05:18,  2.68it/s, train/grad_norm=0.202, train/loss=0.00469, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11148/12000 [1:11:33<04:58,  2.85it/s, train/grad_norm=0.202, train/loss=0.00469, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11148/12000 [1:11:33<04:58,  2.85it/s, train/grad_norm=0.218, train/loss=0.0207, train/lr=8.72e-6] 
Steps:  93%|█████████▎| 11149/12000 [1:11:33<05:46,  2.45it/s, train/grad_norm=0.218, train/loss=0.0207, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11149/12000 [1:11:33<05:46,  2.45it/s, train/grad_norm=0.328, train/loss=0.00305, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11150/12000 [1:11:34<05:17,  2.68it/s, train/grad_norm=0.328, train/loss=0.00305, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11150/12000 [1:11:34<05:17,  2.68it/s, train/grad_norm=0.315, train/loss=0.00213, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11151/12000 [1:11:34<05:00,  2.82it/s, train/grad_norm=0.315, train/loss=0.00213, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11151/12000 [1:11:34<05:00,  2.82it/s, train/grad_norm=0.356, train/loss
=0.0305, train/lr=8.72e-6] 
Steps:  93%|█████████▎| 11152/12000 [1:11:35<05:50,  2.42it/s, train/grad_norm=0.356, train/loss=0.0305, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11152/12000 [1:11:35<05:50,  2.42it/s, train/grad_norm=0.456, train/loss=0.0182, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11153/12000 [1:11:35<05:19,  2.65it/s, train/grad_norm=0.456, train/loss=0.0182, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11153/12000 [1:11:35<05:19,  2.65it/s, train/grad_norm=0.193, train/loss=0.0031, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11154/12000 [1:11:35<05:04,  2.78it/s, train/grad_norm=0.193, train/loss=0.0031, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11154/12000 [1:11:35<05:04,  2.78it/s, train/grad_norm=0.357, train/loss=0.00828, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11155/12000 [1:11:36<05:52,  2.40it/s, train/grad_norm=0.357, train/loss=0.00828, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11155/12000 [1:11:36<05:52,  2.40it/s, train/grad_norm=0.252, train/loss=0.0156, train/lr=8.72e-6] 
Steps:  93%|█████████▎| 11156/12000 [1:11:36<05:21,  2.63it/s, train/grad_norm=0.252, train/loss=0.0156, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11156/12000 [1:11:36<05:21,  2.63it/s, train/grad_norm=0.34, train/loss=0.0125, train/lr=8.72e-6] 
Steps:  93%|█████████▎| 11157/12000 [1:11:36<05:08,  2.73it/s, train/grad_norm=0.34, train/loss=0.0125, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11157/12000 [1:11:36<05:08,  2.73it/s, train/grad_norm=0.291, train/loss=0.0217, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11158/12000 [1:11:37<05:52,  2.39it/s, train/grad_norm=0.291, train/loss=0.0217, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11158/12000 [1:11:37<05:52,  2.39it/s, train/grad_norm=0.32, train/loss=0.00214, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11159/12000 [1:11:37<05:21,  2.62it/s, train/grad_norm=0.32, train/loss=0.00214, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11159/12000 [1:11:37<05:21,  2.62it/s, train/grad_norm=0.228, train/loss=0.000811, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11160/12000 [1:11:37<04:57,  2.82it/s, train/grad_norm=0.228, train/loss=0.000811, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11160/12000 [1:11:37<04:57,  2.82it/s, train/grad_norm=0.26, train/loss=0.00942, train/lr=8.72e-6]  
Steps:  93%|█████████▎| 11161/12000 [1:11:38<05:46,  2.42it/s, train/grad_norm=0.26, train/loss=0.00942, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11161/12000 [1:11:38<05:46,  2.42it/s, train/grad_norm=0.408, train/loss=0.00553, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11162/12000 [1:11:38<05:15,  2.65it/s, train/grad_norm=0.408, train/loss=0.00553, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11162/12000 [1:11:38<05:15,  2.65it/s, train/grad_norm=0.253, train/loss=0.00547, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11163/12000 [1:11:39<04:59,  2.79it/s, train/grad_norm=0.253, train/loss=0.00547, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11163/12000 [1:11:39<04:59,  2.79it/s, train/grad_norm=0.494, train/loss=0.0031, train/lr=8.72e-6] 
Steps:  93%|█████████▎| 11164/12000 [1:11:39<05:46,  2.42it/s, train/grad_norm=0.494, train/loss=0.0031, train/lr=8.72e-6]
Steps:  93%|█████████▎| 11164/12000 [1:11:39<05:46,  2.42it/s, train/grad_norm=0.181, train/loss=0.0048, train/lr=8.71e-6]
Steps:  93%|█████████▎| 11165/12000 [1:11:39<05:16,  2.64it/s, train/grad_norm=0.181, train/loss=0.0048, train/lr=8.71e-6]
Steps:  93%|█████████▎| 11165/12000 [1:11:39<05:16,  2.64it/s, train/grad_norm=0.434, train/loss=0.00279, train/lr=8.71e-6]
Steps:  93%|█████████▎| 11166/12000 [1:11:40<05:04,  2.74it/s, train/grad_norm=0.434, train/loss=0.00279, train/lr=8.71e-6]
